Scene ID,Scene Start,Scene End,Valence,Arousal,Dominance,Audio Energy,Spectral Centroid,mfcc1,mfcc2,mfcc3,mfcc4
sc33,1570,1594,5.34333333333333,3.95958333333333,5.24541666666667,0.029566667518988,1631.4394091608,-292.230971864577,136.321631402665,-32.8431792664739,24.4990740454214
sc34,1595,1630,5.60133333333333,3.95644444444444,5.32066666666667,0.036855475039791,1679.62600834487,-261.101185404373,133.187148183317,-27.1150562771136,27.9025783513357
sc35,1634,1647,6,4.089,5.573,0.026631176208138,1259.63149557514,-341.824301497308,153.615873078587,-6.6730176752621,20.8995974293139
sc36,1648,1664,5.86434782608696,3.97869565217391,5.49521739130435,0.037953054957344,1950.08820353685,-273.622004740201,111.475291323129,-10.6396956894366,34.5005560297288
sc38,1665,1673,5.22783783783784,3.99378378378378,5.51756756756757,0.069478397741524,1859.44336636242,-176.309191706664,120.916510092705,-8.79227890984588,25.4624472015872
sc39,1674,1681,5.2175,4.1025,5.40555555555556,0.10166728425234,1284.55573565139,-179.414053256422,165.295320208798,-36.8373027307681,18.7247387029012
sc40,1682,1692,5.62875,4.303125,5.075,0.190163549357937,1257.46195449361,-108.514235956338,160.383059515931,-23.2879796975972,26.9867612853777
sc41,1693,1724,5.6,4.15534482758621,5.49637931034483,0.044291635381379,1532.7623835039,-263.067241688509,149.794939999865,-34.7182218372855,36.0865033501923
sc43,1750,1924,5.63095238095238,3.89895238095238,5.36638095238095,0.04354511275101,1429.4092464369,-291.979234676519,147.474514538222,-14.4897581050907,14.600843438005
sc44,1925,1953,5.68851063829787,3.87,5.45127659574468,0.052680237073561,1697.25900500848,-233.225605759179,131.367348841823,-7.38032532733159,20.9239221954548
sc45,1954,2212,5.58380281690141,4.17014084507042,5.49239436619718,0.032039935931222,1517.29520632034,-327.076131217707,139.438395852504,-11.8866754817579,21.375642439093
sc46,2213,2220,4.20333333333333,5.10333333333333,4.645,0.23925062393714,1943.34246888457,-35.6390011475037,109.87217188496,-8.93715063854239,27.567643347692
sc47,2221,2344,5.14930379746835,4.11170886075949,5.37012658227848,0.093345337956113,1696.76648677522,-233.910159257484,110.176310058112,21.2868379002989,43.8841721495275
sc48,2346,2404,5.37923076923077,4.08,5.28051282051282,0.045869154693438,1605.86778540612,-255.96871436486,135.692529985453,-8.96807555735671,27.5438355732125
sc49,2405,2410,3,4.13,3.895,0.217005232168449,2518.09440584688,-11.0544291919455,86.7514094431383,-14.5758853898152,38.1672282073688
sc50,2411,2453,5.66111111111111,4.16444444444444,5.40722222222222,0.121046714406559,1583.59110108262,-141.556240789203,131.058116754018,-31.7276439768391,29.0204568306747
sc51,2455,2459,4.858,4.82,5.124,0.351764658260029,1950.55624739974,32.3110320933257,117.02949450825,-21.0844883701556,26.3449145139421
sc52,2460,2501,5.3402380952381,4.27261904761905,5.44619047619048,0.145273348138607,1031.47781351944,-182.0662690861,165.467532618467,-6.76724429450964,39.1232535035674
sc53,2502,2546,5.83529411764706,4.26,5.52470588235294,0.033239719071332,1505.94597932764,-263.482567052809,137.840592586032,-3.43685588995216,30.2854235420923
sc54,2547,2567,4.85681818181818,3.98772727272727,5.22227272727273,0.060562233643165,2001.16646056126,-198.552098933128,115.261750518256,-34.0649746773974,21.7009180464605
sc55,2600,2639,5.62,3.9584375,5.565,0.062425020333133,1590.8273021987,-216.390136073128,142.052609881988,-27.0149639035283,26.2687654194431
sc56,2648,2689,5.48581395348837,4.05325581395349,5.57558139534884,0.048172359927057,1638.19223832443,-235.213880757436,136.653930098819,-19.2812842791913,30.005191691734
